no,weight,start_node,end_node,start_time,end_time
1,87,21,19,13,18
2,608,5,12,9,16
3,187,22,26,12,16
4,377,12,16,12,16
5,619,19,1,12,17
6,442,8,26,11,18
7,190,1,26,11,18
8,451,21,23,12,17
9,724,1,8,10,18
10,375,19,7,12,17
11,539,24,20,9,13
12,334,15,19,11,17
13,125,11,16,13,18
14,556,23,22,9,17
15,591,13,17,9,17
16,515,27,7,12,16
17,128,4,24,9,18
18,364,27,9,11,17
19,251,21,26,9,15
20,463,18,5,10,16
21,216,20,25,9,14
22,328,22,21,9,14
23,584,20,25,9,16
24,762,8,3,9,16
25,93,12,15,13,17
26,785,23,22,13,18
27,199,24,22,11,16
28,110,25,20,9,18
29,173,9,12,9,15
30,520,18,4,9,15
31,403,8,2,11,17
32,490,13,12,13,18
33,300,24,21,11,16
34,401,14,10,13,18
35,297,16,22,12,17
36,168,14,10,11,17
37,216,10,16,10,14
38,515,23,21,12,16
39,749,11,17,11,18
40,361,6,2,13,17
41,84,2,5,11,15
42,218,16,13,9,18
43,214,26,11,13,17
44,584,16,6,9,15
45,673,27,18,13,17
46,88,2,21,9,13
47,498,6,2,13,17
48,610,7,2,10,14
49,338,2,27,9,17
50,552,2,4,12,16
51,628,4,23,9,17
52,376,24,26,9,17
53,358,23,25,9,14
54,275,5,7,11,17
55,155,8,1,10,17
56,71,19,4,9,17
57,132,7,4,13,17
58,96,21,19,13,17
59,299,25,26,9,16
60,771,14,15,13,17
61,236,4,8,9,17
62,67,2,25,9,18
63,387,2,1,10,15
64,144,17,14,13,18
65,514,10,13,9,17
66,510,3,6,12,17
67,505,12,14,9,18
68,103,23,3,11,18
69,739,20,25,12,16
70,288,13,1,11,15
71,442,19,26,13,17
72,213,17,14,9,16
73,266,25,4,12,17
74,313,5,8,9,16
75,450,11,15,9,13
76,103,2,17,9,18
77,513,13,15,12,16
78,453,15,14,9,13
79,58,2,14,9,14
80,81,25,19,9,15
81,198,14,12,10,15
82,356,3,6,9,13
83,328,24,20,9,16
84,563,21,25,13,18
85,77,13,20,9,18
86,269,20,22,11,16
87,690,17,10,10,15
88,795,4,16,9,16
89,85,1,25,9,15
90,57,4,3,12,18
91,127,10,26,10,17
